analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-GenericWall_1Layer_definitions,input|Opt-H2K-PV,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-HVACSystem,input|Opt-Location,input|Opt-MainWall,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-WindowDistribution,input|Run-Locale,input|Run-Region,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 3,54.26,68.881,0.0,2.575,1.022,2.601,26.941,339.344,0.0,0.0,197.026,41.32,CALGARY,ALBERTA,Cathedral,219.2,E,A-1069,Three,SingleDetached,593.0,CALGARY,10.6,10.1,0.0,0.0,10.1,0.0,0.0,10.6,0.643,0.677,0.0,0.0,0.677,0.0,0.0,0.643,0.575,0.574,0.0,0.0,0.574,0.0,0.0,0.575,Zone 7a,,Natural gas,ERS-7496.H2K,sim-1316.choices,HTAP-options.json,General,HTAP-work-35,1316,HTAP-sim-1316,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ALBERTA,50.5,1.8,0.0,1.8,22.1,50.5,0,25.6,95.6,0.7,21870.0,593.9,0.0,0.0,0.0,111,5000,2.183,6.4,95.1,1.0,6564.7,12002.1,0.0,1747.8,63.9,3.6,1744.38,483.43,2227.81,0.0,0.0,0.0,2227.81,0.0,true,1,1,6.4014370000000005,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,54.26,68.881,0.0,2.575,1.022,2.601,26.941,340.312,0.0,0.0,222.691,16.622,CALGARY,ALBERTA,Cathedral,219.2,E,A-1069,Three,SingleDetached,593.0,CALGARY,9.3,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.578,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.213,Zone 7a,,Natural gas,ERS-7496.H2K,sim-1317.choices,HTAP-options.json,General,HTAP-work-36,1317,HTAP-sim-1317,Details in JSON output,0.0,0.0,0.0,4832.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4832.64,0.0,0,Details in JSON output,Details in JSON output,true,4832.64,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ALBERTA,62.6,0.9,0.0,1.2,22.1,62.6,0,25.6,106.3,0.7,25022.8,593.2,0.0,0.0,0.0,97,5000,2.609,6.81,109.6,1.0,2093.5,10575.0,0.0,1968.8,79.3,1.1,1965.7,483.08,2448.78,0.0,0.0,0.0,2448.78,0.0,true,1,1,6.808688,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,54.26,68.881,0.0,2.575,1.022,2.601,26.941,339.344,0.0,0.0,197.026,41.32,CALGARY,ALBERTA,Cathedral,219.2,E,A-1069,Three,SingleDetached,593.0,CALGARY,10.6,10.1,0.0,0.0,10.1,0.0,0.0,10.6,0.581,0.606,0.0,0.0,0.606,0.0,0.0,0.581,0.208,0.188,0.0,0.0,0.188,0.0,0.0,0.208,Zone 7a,,Natural gas,ERS-7496.H2K,sim-1318.choices,HTAP-options.json,General,HTAP-work-37,1318,HTAP-sim-1318,Details in JSON output,0.0,0.0,0.0,12483.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12483.7,0.0,0,Details in JSON output,Details in JSON output,true,12483.7,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ALBERTA,68.8,1.2,0.0,1.3,22.1,68.8,0,25.6,112.4,0.7,26793.4,593.6,0.0,0.0,0.0,114,5000,2.09,6.06,117.7,1.0,3201.7,12362.3,0.0,2093.3,87.2,1.6,2090.0,483.27,2573.27,0.0,0.0,0.0,2573.27,0.0,true,1,1,6.064172,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,54.26,68.881,0.0,2.575,1.022,2.601,26.941,340.312,0.0,0.0,222.691,16.622,CALGARY,ALBERTA,Cathedral,219.2,E,A-1069,Three,SingleDetached,593.0,CALGARY,9.3,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.578,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.276,Zone 7a,,Natural gas,ERS-7496.H2K,sim-1319.choices,HTAP-options.json,General,HTAP-work-38,1319,HTAP-sim-1319,Details in JSON output,0.0,0.0,0.0,4832.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4832.64,0.0,0,Details in JSON output,Details in JSON output,true,4832.64,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ALBERTA,60.8,1.0,0.0,1.2,22.1,60.8,0,25.6,104.7,0.7,24552.9,593.4,0.0,0.0,0.0,97,5000,2.609,6.55,107.5,1.0,2349.1,10575.0,0.0,1935.9,77.1,1.2,1932.72,483.19,2415.91,0.0,0.0,0.0,2415.91,0.0,true,1,1,6.551509,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,54.26,68.881,0.0,2.575,1.022,2.601,26.941,339.344,0.0,0.0,197.026,41.32,CALGARY,ALBERTA,Cathedral,219.2,E,A-1069,Three,SingleDetached,593.0,CALGARY,10.6,10.1,0.0,0.0,10.1,0.0,0.0,10.6,0.581,0.606,0.0,0.0,0.606,0.0,0.0,0.581,0.273,0.257,0.0,0.0,0.257,0.0,0.0,0.273,Zone 7a,,Natural gas,ERS-7496.H2K,sim-1320.choices,HTAP-options.json,General,HTAP-work-39,1320,HTAP-sim-1320,Details in JSON output,0.0,0.0,0.0,12483.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12483.7,0.0,0,Details in JSON output,Details in JSON output,true,12483.7,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ALBERTA,64.3,1.3,0.0,1.4,22.1,64.3,0,25.6,108.2,0.7,25567.6,593.8,0.0,0.0,0.0,114,5000,2.09,5.87,112.1,1.0,3808.2,12362.3,0.0,2007.3,81.5,1.9,2003.95,483.36,2487.31,0.0,0.0,0.0,2487.31,0.0,true,1,1,5.867067,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,54.26,68.881,0.0,2.575,1.022,2.601,26.941,337.145,0.0,0.0,219.524,16.622,CALGARY,ALBERTA,Cathedral,219.2,E,A-1069,Three,SingleDetached,593.0,CALGARY,9.3,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.479,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.493,Zone 7a,,Natural gas,ERS-7497.H2K,sim-1321.choices,HTAP-options.json,General,HTAP-work-0,1321,HTAP-sim-1321,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ALBERTA,55.9,1.3,0.0,1.3,22.1,55.9,0,25.6,100.2,0.7,23229.7,593.6,0.0,0.0,0.0,98,5000,2.554,5.4,101.4,1.0,3252.6,10487.4,0.0,1843.1,70.8,1.9,1839.83,483.26,2323.09,0.0,0.0,0.0,2323.09,0.0,true,1,1,5.402746,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,54.26,68.881,0.0,2.575,1.022,2.601,26.941,336.177,0.0,0.0,194.397,40.781,CALGARY,ALBERTA,Cathedral,219.2,E,A-1069,Three,SingleDetached,593.0,CALGARY,10.5,9.9,0.0,0.0,9.9,0.0,0.0,10.5,0.693,0.737,0.0,0.0,0.737,0.0,0.0,0.641,0.609,0.609,0.0,0.0,0.609,0.0,0.0,0.575,Zone 7a,,Natural gas,ERS-7497.H2K,sim-1322.choices,HTAP-options.json,General,HTAP-work-1,1322,HTAP-sim-1322,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ALBERTA,47.7,1.9,0.0,1.8,22.1,47.7,0,25.6,93.0,0.7,21120.8,593.9,0.0,0.0,0.0,108,5000,2.24,9.19,91.6,1.0,6651.9,11560.4,0.0,1695.2,60.5,3.7,1691.78,483.41,2175.19,0.0,0.0,0.0,2175.19,0.0,true,1,1,9.192372,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,54.26,68.881,0.0,2.575,1.022,2.601,26.941,337.145,0.0,0.0,219.524,16.622,CALGARY,ALBERTA,Cathedral,219.2,E,A-1069,Three,SingleDetached,593.0,CALGARY,9.3,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.578,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.213,Zone 7a,,Natural gas,ERS-7497.H2K,sim-1323.choices,HTAP-options.json,General,HTAP-work-2,1323,HTAP-sim-1323,Details in JSON output,0.0,0.0,0.0,4832.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4832.64,0.0,0,Details in JSON output,Details in JSON output,true,4832.64,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ALBERTA,61.9,0.9,0.0,1.2,22.1,61.9,0,25.6,105.6,0.7,24824.6,593.2,0.0,0.0,0.0,96,5000,2.607,9.84,108.7,1.0,2063.9,10347.2,0.0,1954.8,78.4,1.1,1951.79,483.06,2434.85,0.0,0.0,0.0,2434.85,0.0,true,1,1,9.83882,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,54.26,68.881,0.0,2.575,1.022,2.601,26.941,336.177,0.0,0.0,194.397,40.781,CALGARY,ALBERTA,Cathedral,219.2,E,A-1069,Three,SingleDetached,593.0,CALGARY,10.5,9.9,0.0,0.0,9.9,0.0,0.0,10.5,0.581,0.606,0.0,0.0,0.606,0.0,0.0,0.581,0.208,0.188,0.0,0.0,0.188,0.0,0.0,0.208,Zone 7a,,Natural gas,ERS-7497.H2K,sim-1324.choices,HTAP-options.json,General,HTAP-work-3,1324,HTAP-sim-1324,Details in JSON output,0.0,0.0,0.0,12316.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12316.89,0.0,0,Details in JSON output,Details in JSON output,true,12316.89,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ALBERTA,68.0,1.2,0.0,1.3,22.1,68.0,0,25.6,111.6,0.7,26561.7,593.6,0.0,0.0,0.0,113,5000,2.094,9.93,116.6,1.0,3147.1,12102.9,0.0,2077.0,86.1,1.6,2073.74,483.26,2556.99,0.0,0.0,0.0,2556.99,0.0,true,1,1,9.932888,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,54.26,68.881,0.0,2.575,1.022,2.601,26.941,337.145,0.0,0.0,219.524,16.622,CALGARY,ALBERTA,Cathedral,219.2,E,A-1069,Three,SingleDetached,593.0,CALGARY,9.3,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.578,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.276,Zone 7a,,Natural gas,ERS-7497.H2K,sim-1325.choices,HTAP-options.json,General,HTAP-work-4,1325,HTAP-sim-1325,Details in JSON output,0.0,0.0,0.0,4832.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4832.64,0.0,0,Details in JSON output,Details in JSON output,true,4832.64,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ALBERTA,60.1,1.0,0.0,1.2,22.1,60.1,0,25.6,104.0,0.7,24355.3,593.4,0.0,0.0,0.0,96,5000,2.607,9.94,106.6,1.0,2319.5,10347.2,0.0,1922.0,76.2,1.2,1918.85,483.17,2402.02,0.0,0.0,0.0,2402.02,0.0,true,1,1,9.940892,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,54.26,68.881,0.0,2.575,1.022,2.601,26.941,336.177,0.0,0.0,194.397,40.781,CALGARY,ALBERTA,Cathedral,219.2,E,A-1069,Three,SingleDetached,593.0,CALGARY,10.5,9.9,0.0,0.0,9.9,0.0,0.0,10.5,0.581,0.606,0.0,0.0,0.606,0.0,0.0,0.581,0.274,0.257,0.0,0.0,0.257,0.0,0.0,0.274,Zone 7a,,Natural gas,ERS-7497.H2K,sim-1326.choices,HTAP-options.json,General,HTAP-work-5,1326,HTAP-sim-1326,Details in JSON output,0.0,0.0,0.0,12316.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12316.89,0.0,0,Details in JSON output,Details in JSON output,true,12316.89,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ALBERTA,63.5,1.3,0.0,1.3,22.1,63.5,0,25.6,107.5,0.7,25349.1,593.7,0.0,0.0,0.0,113,5000,2.094,8.24,111.1,1.0,3745.5,12102.9,0.0,1991.9,80.5,1.9,1988.61,483.34,2471.95,0.0,0.0,0.0,2471.95,0.0,true,1,1,8.23771,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,67.95,121.796,0.0,3.086,0.511,48.105,22.756,404.184,0.0,0.0,182.838,25.603,OTTAWA,ONTARIO,Attic/hip,263.4,E,A-1069,Two,SingleDetached,710.4,OTTAWA,6.1,4.0,0.0,0.0,1.8,0.0,0.0,13.7,0.529,0.537,0.0,0.0,0.506,0.0,0.0,0.507,0.514,0.479,0.0,0.0,0.442,0.0,0.0,0.522,Zone 6,,Natural gas,ERS-7520.H2K,sim-1327.choices,HTAP-options.json,General,HTAP-work-6,1327,HTAP-sim-1327,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,73.3,2.1,0.0,1.9,20.7,73.3,0,25.6,116.1,0.7,28270.6,556.4,0.0,0.0,0.0,115,4500,2.7,5.6,101.9,1.0,5080.5,13721.4,0.0,2177.4,77.3,4.5,2193.7,463.68,2657.37,0.0,0.0,0.0,2657.37,0.0,true,1,1,5.599882,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,67.95,121.796,0.0,3.086,0.511,48.105,22.756,403.216,0.0,0.0,172.83,34.643,OTTAWA,ONTARIO,Attic/hip,263.4,E,A-1069,Two,SingleDetached,710.4,OTTAWA,9.0,8.5,0.0,0.0,8.5,0.0,0.0,8.5,0.658,0.731,0.0,0.0,0.666,0.0,0.0,0.482,0.584,0.607,0.0,0.0,0.569,0.0,0.0,0.605,Zone 6,,Natural gas,ERS-7520.H2K,sim-1328.choices,HTAP-options.json,General,HTAP-work-7,1328,HTAP-sim-1328,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,65.0,2.3,0.0,2.3,20.7,65.0,0,25.6,108.7,0.7,26108.6,556.9,0.0,0.0,0.0,117,4500,2.638,7.53,93.6,1.0,6518.6,13877.1,0.0,2025.8,68.5,6.2,2041.93,463.91,2505.84,0.0,0.0,0.0,2505.84,0.0,true,1,1,7.531221,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,67.95,121.796,0.0,3.086,0.511,48.105,22.756,404.184,0.0,0.0,182.838,25.603,OTTAWA,ONTARIO,Attic/hip,263.4,E,A-1069,Two,SingleDetached,710.4,OTTAWA,6.1,4.0,0.0,0.0,1.8,0.0,0.0,13.7,0.564,0.606,0.0,0.0,0.606,0.0,0.0,0.606,0.218,0.183,0.0,0.0,0.183,0.0,0.0,0.185,Zone 6,,Natural gas,ERS-7520.H2K,sim-1329.choices,HTAP-options.json,General,HTAP-work-8,1329,HTAP-sim-1329,Details in JSON output,0.0,0.0,0.0,7772.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7772.99,0.0,0,Details in JSON output,Details in JSON output,true,7772.99,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,80.1,1.7,0.0,1.5,20.7,80.1,0,25.6,122.1,0.7,30026.5,556.1,0.0,0.0,0.0,112,4500,2.824,8.83,108.7,1.0,3194.0,13412.6,0.0,2300.5,84.5,2.8,2316.96,463.5,2780.47,0.0,0.0,0.0,2780.47,0.0,true,1,1,8.833124,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
