analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-GenericWall_1Layer_definitions,input|Opt-H2K-PV,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-HVACSystem,input|Opt-Location,input|Opt-MainWall,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-WindowDistribution,input|Run-Locale,input|Run-Region,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 2,0.0,148.459,148.46,5.114,0.88,0.0,8.175,468.789,0.0,0.0,247.95,59.09,WHITEHORSE,YUKON TERRITORY,Attic/gable,187.3,N,YT-1001,Two,SingleDetached,772.1,WHITEHORSE,5.6,1.9,9.1,1.4,11.9,16.3,12.9,0.0,0.606,0.606,0.606,0.606,0.606,0.613,0.606,0.0,0.253,0.243,0.253,0.252,0.252,0.259,0.252,0.0,Zone 7b,,electricity,ERS-1003.H2K,sim-11.choices,HTAP-options.json,General,HTAP-work-10,11,HTAP-sim-11,Details in JSON output,0.0,0.0,0.0,18032.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18032.65,0.0,0,Details in JSON output,Details in JSON output,true,18032.65,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,YUKON TERRITORY,67.3,0.6,0.0,2.2,18.5,67.3,0,25.6,108.1,0.3,31671.6,0.0,0.0,0.0,0.0,121,6580,3.238,12.48,131.0,1.0,4757.8,13798.8,0.0,1952.5,99.9,1.3,2432.45,0.0,2432.45,0.0,0.0,0.0,2432.45,0.0,true,1,1,12.47973,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,0.0,148.459,148.46,5.114,0.88,0.0,8.175,468.789,0.0,0.0,247.95,59.09,WHITEHORSE,YUKON TERRITORY,Attic/gable,187.3,N,YT-1001,Two,SingleDetached,772.1,WHITEHORSE,14.6,14.6,0.0,0.0,14.6,0.9,0.0,14.6,0.606,0.606,0.0,0.0,0.606,0.759,0.0,0.606,0.258,0.258,0.0,0.0,0.258,0.378,0.0,0.258,Zone 7b,,electricity,ERS-1003.H2K,sim-12.choices,HTAP-options.json,General,HTAP-work-11,12,HTAP-sim-12,Details in JSON output,0.0,0.0,0.0,18032.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18032.65,0.0,0,Details in JSON output,Details in JSON output,true,18032.65,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,YUKON TERRITORY,70.7,0.5,0.0,2.1,18.5,70.7,0,25.6,111.2,0.3,32601.9,0.0,0.0,0.0,0.0,121,6580,3.238,7.09,136.0,1.0,4101.1,13762.6,0.0,2017.8,104.9,1.2,2497.76,0.0,2497.76,0.0,0.0,0.0,2497.76,0.0,true,1,1,7.089963,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 5,0.0,72.65,70.51,2.554,1.022,2.137,17.187,231.215,0.0,0.0,119.253,17.435,WHITEHORSE,YUKON TERRITORY,Attic/gable,143.3,W,YT-1005,Two,Rowhouse-endunit,489.8,WHITEHORSE,4.4,6.6,0.0,0.0,0.0,0.0,0.0,6.4,0.76,0.878,0.0,0.0,0.0,0.0,0.0,0.893,0.227,0.221,0.0,0.0,0.0,0.0,0.0,0.244,Zone 7b,,electricity,ERS-1014.H2K,sim-13.choices,HTAP-options.json,General,HTAP-work-12,13,HTAP-sim-13,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,YUKON TERRITORY,24.5,0.6,0.0,1.1,18.4,24.5,0,31.5,73.5,2.0,21528.1,0.0,0.0,0.0,0.0,54,6580,4.414,15.12,89.0,1.0,1770.0,5847.3,0.0,1756.9,47.5,0.6,2236.94,0.0,2236.94,0.0,0.0,0.0,2236.94,0.0,true,1,1,15.118581,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 5,0.0,72.65,70.51,2.554,1.022,2.137,17.187,231.215,0.0,0.0,114.431,22.257,WHITEHORSE,YUKON TERRITORY,Attic/gable,143.3,W,YT-1005,Two,Rowhouse-endunit,489.8,WHITEHORSE,5.8,5.3,0.0,0.0,5.3,0.0,0.0,5.8,1.001,1.078,0.0,0.0,1.078,0.0,0.0,1.001,0.263,0.25,0.0,0.0,0.25,0.0,0.0,0.263,Zone 7b,,electricity,ERS-1014.H2K,sim-14.choices,HTAP-options.json,General,HTAP-work-13,14,HTAP-sim-14,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,YUKON TERRITORY,21.9,0.7,0.0,1.1,18.4,21.9,0,31.5,71.0,2.0,20808.0,0.0,0.0,0.0,0.0,54,6580,4.404,9.21,84.0,1.0,2171.2,5861.5,0.0,1683.8,42.4,0.7,2163.78,0.0,2163.78,0.0,0.0,0.0,2163.78,0.0,true,1,1,9.213448,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
sim-15.choices,HTAP-work-14,15,HTAP-sim-15,Details in JSON output,
Unhandled Exception: System.Runtime.InteropServices.SEHException: External component has thrown an exception.
   at CFile.Read(CFile* , Void* , UInt32 )
   at XMLDocument.IsXMLFormat(Char* lpszPathName) in d:\agent\_work\1\s\hot\hot\xmlhelper\xmlhelper.cpp:line 213
   at CFuelCostDoc.LoadDataOnly(CFuelCostDoc* , Char* lpszPathName, CHouseDoc* housedoc) in d:\agent\_work\1\s\hot\hot\fuelcostdoc.cpp:line 478
   at CFortranCore.LoadFuelCost(CFortranCore* , CStringT<wchar_t\,StrTraitMFC_DLL<wchar_t\,ATL::ChTraitsCRT<wchar_t> > >* fileName, CHouseDoc* housedoc) in d:\agent\_work\1\s\hot\hot\fortrancore.cpp:line 41
   at CFortranCore.Calculate(CFortranCore* , CHouseDoc* theHouse, COutputVars** outputvar, Int32 pSkipCalculation, Int32 pHidePrecheckErrors) in d:\agent\_work\1\s\hot\hot\fortrancore.cpp:line 2668
   at CHouseDoc.CalBaseUpgrdCat(CHouseDoc* , CHouseDoc* doc, CResultsData* resultsTotal, Boolean hidePrecheckErrors) in d:\agent\_work\1\s\hot\hot\housedoc.cpp:line 2531
   at CHouseDoc.Calculate(CHouseDoc* , Boolean bSilentMode, Boolean bReport, Boolean isSaving) in d:\agent\_work\1\s\hot\hot\housedoc.cpp:line 2623
   at CHouseDoc.SaveXMLDocument(CHouseDoc* , Char* lpszPathName) in d:\agent\_work\1\s\hot\hot\housedoc.cpp:line 1202
   at CHOT2000App.InitInstance(CHOT2000App* ) in d:\agent\_work\1\s\hot\hot\hot2000.cpp:line 550
   at _wWinMainCRTStartup()
C:/HTAP/include/H2KUtils.rb:532:in `getHeatedFloorArea': undefined method `attributes' for nil:NilClass (NoMethodError)
	from C:/HTAP/substitute-h2k.rb:5340:in `postprocess'
	from C:/HTAP/substitute-h2k.rb:7287:in `block in <main>'
	from C:/HTAP/substitute-h2k.rb:7275:in `each'
	from C:/HTAP/substitute-h2k.rb:7275:in `<main>'
,false,Details in JSON output,
Step 4,0.0,72.65,70.51,2.554,1.022,2.137,17.187,231.215,0.0,0.0,114.431,22.257,WHITEHORSE,YUKON TERRITORY,Attic/gable,143.3,W,YT-1005,Two,Rowhouse-endunit,489.8,WHITEHORSE,5.8,5.3,0.0,0.0,5.3,0.0,0.0,5.8,0.603,0.606,0.0,0.0,0.606,0.0,0.0,0.603,0.205,0.187,0.0,0.0,0.187,0.0,0.0,0.205,Zone 7b,,electricity,ERS-1014.H2K,sim-16.choices,HTAP-options.json,General,HTAP-work-15,16,HTAP-sim-16,Details in JSON output,0.0,0.0,0.0,6578.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6578.38,0.0,0,Details in JSON output,Details in JSON output,true,6578.38,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,YUKON TERRITORY,31.4,0.6,0.0,1.1,18.4,31.4,0,31.5,80.0,2.0,23435.1,0.0,0.0,0.0,0.0,65,6580,3.408,13.75,102.3,1.0,1895.2,6828.1,0.0,1950.7,60.8,0.6,2430.69,0.0,2430.69,0.0,0.0,0.0,2430.69,0.0,true,1,1,13.750622,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,0.0,72.65,70.51,2.554,1.022,2.137,17.187,231.215,0.0,0.0,119.253,17.435,WHITEHORSE,YUKON TERRITORY,Attic/gable,143.3,W,YT-1005,Two,Rowhouse-endunit,489.8,WHITEHORSE,4.4,6.6,0.0,0.0,0.0,0.0,0.0,6.4,0.602,0.606,0.0,0.0,0.0,0.0,0.0,0.604,0.266,0.252,0.0,0.0,0.0,0.0,0.0,0.265,Zone 7b,,electricity,ERS-1014.H2K,sim-17.choices,HTAP-options.json,General,HTAP-work-16,17,HTAP-sim-17,Details in JSON output,0.0,0.0,0.0,5084.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5084.46,0.0,0,Details in JSON output,Details in JSON output,true,5084.46,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,YUKON TERRITORY,28.8,0.6,0.0,1.1,18.4,28.8,0,31.5,77.6,2.0,22729.4,0.0,0.0,0.0,0.0,60,6580,3.807,13.85,97.4,1.0,1883.3,6372.9,0.0,1879.0,55.9,0.6,2358.99,0.0,2358.99,0.0,0.0,0.0,2358.99,0.0,true,1,1,13.853696,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,0.0,72.65,70.51,2.554,1.022,2.137,17.187,231.215,0.0,0.0,114.431,22.257,WHITEHORSE,YUKON TERRITORY,Attic/gable,143.3,W,YT-1005,Two,Rowhouse-endunit,489.8,WHITEHORSE,5.8,5.3,0.0,0.0,5.3,0.0,0.0,5.8,0.603,0.606,0.0,0.0,0.606,0.0,0.0,0.603,0.268,0.256,0.0,0.0,0.256,0.0,0.0,0.268,Zone 7b,,electricity,ERS-1014.H2K,sim-18.choices,HTAP-options.json,General,HTAP-work-17,18,HTAP-sim-18,Details in JSON output,0.0,0.0,0.0,6578.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6578.38,0.0,0,Details in JSON output,Details in JSON output,true,6578.38,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,YUKON TERRITORY,30.0,0.7,0.0,1.1,18.4,30.0,0,31.5,78.7,2.0,23067.0,0.0,0.0,0.0,0.0,65,6580,3.408,13.11,99.8,1.0,2213.3,6828.1,0.0,1913.3,58.2,0.7,2393.29,0.0,2393.29,0.0,0.0,0.0,2393.29,0.0,true,1,1,13.112176,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 5,0.0,72.093,72.09,2.554,1.022,0.0,11.055,163.633,0.0,0.0,67.092,10.839,WHITEHORSE,YUKON TERRITORY,Attic/gable,144.2,W,YT-1005,Two,Rowhouse-middleunit,527.4,WHITEHORSE,4.4,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.244,Zone 7b,,electricity,ERS-1015.H2K,sim-19.choices,HTAP-options.json,General,HTAP-work-18,19,HTAP-sim-19,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,YUKON TERRITORY,14.9,0.6,0.0,1.1,20.3,14.9,0,31.5,66.1,2.0,19384.0,0.0,0.0,0.0,0.0,41,6580,4.757,6.36,73.6,1.0,1709.1,4576.7,0.0,1539.1,28.7,0.6,2019.1,0.0,2019.1,0.0,0.0,0.0,2019.1,0.0,true,1,1,6.36245,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 5,0.0,72.093,72.09,2.554,1.022,0.0,11.055,163.633,0.0,0.0,65.975,11.956,WHITEHORSE,YUKON TERRITORY,Attic/gable,144.2,W,YT-1005,Two,Rowhouse-middleunit,527.4,WHITEHORSE,3.2,2.7,0.0,0.0,2.7,0.0,0.0,3.2,0.888,0.989,0.0,0.0,0.989,0.0,0.0,0.888,0.264,0.239,0.0,0.0,0.239,0.0,0.0,0.264,Zone 7b,,electricity,ERS-1015.H2K,sim-20.choices,HTAP-options.json,General,HTAP-work-19,20,HTAP-sim-20,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,YUKON TERRITORY,13.9,0.6,0.0,1.1,20.3,13.9,0,31.5,65.2,2.0,19107.4,0.0,0.0,0.0,0.0,41,6580,4.809,10.7,71.7,1.0,1661.6,4556.5,0.0,1511.0,26.8,0.7,1990.99,0.0,1990.99,0.0,0.0,0.0,1990.99,0.0,true,1,1,10.70249,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 5,0.0,72.093,72.09,2.554,1.022,0.0,11.055,163.633,0.0,0.0,67.092,10.839,WHITEHORSE,YUKON TERRITORY,Attic/gable,144.2,W,YT-1005,Two,Rowhouse-middleunit,527.4,WHITEHORSE,4.4,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.604,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.202,Zone 7b,,electricity,ERS-1015.H2K,sim-21.choices,HTAP-options.json,General,HTAP-work-20,21,HTAP-sim-21,Details in JSON output,0.0,0.0,0.0,3041.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3041.08,0.0,0,Details in JSON output,Details in JSON output,true,3041.08,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,YUKON TERRITORY,17.7,0.6,0.0,1.1,20.3,17.7,0,31.5,68.8,2.0,20148.8,0.0,0.0,0.0,0.0,44,6580,4.156,10.55,78.9,1.0,1611.4,4890.1,0.0,1616.8,34.1,0.6,2096.8,0.0,2096.8,0.0,0.0,0.0,2096.8,0.0,true,1,1,10.549382,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 5,0.0,72.093,72.09,2.554,1.022,0.0,11.055,163.633,0.0,0.0,65.975,11.956,WHITEHORSE,YUKON TERRITORY,Attic/gable,144.2,W,YT-1005,Two,Rowhouse-middleunit,527.4,WHITEHORSE,3.2,2.7,0.0,0.0,2.7,0.0,0.0,3.2,0.601,0.606,0.0,0.0,0.606,0.0,0.0,0.601,0.219,0.186,0.0,0.0,0.186,0.0,0.0,0.219,Zone 7b,,electricity,ERS-1015.H2K,sim-22.choices,HTAP-options.json,General,HTAP-work-21,22,HTAP-sim-22,Details in JSON output,0.0,0.0,0.0,3387.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3387.15,0.0,0,Details in JSON output,Details in JSON output,true,3387.15,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,YUKON TERRITORY,17.9,0.6,0.0,1.1,20.3,17.9,0,31.5,68.9,2.0,20204.2,0.0,0.0,0.0,0.0,46,6580,3.99,6.41,79.3,1.0,1542.7,4996.5,0.0,1622.4,34.4,0.6,2102.43,0.0,2102.43,0.0,0.0,0.0,2102.43,0.0,true,1,1,6.409486,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 5,0.0,72.093,72.09,2.554,1.022,0.0,11.055,163.633,0.0,0.0,67.092,10.839,WHITEHORSE,YUKON TERRITORY,Attic/gable,144.2,W,YT-1005,Two,Rowhouse-middleunit,527.4,WHITEHORSE,4.4,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.604,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.265,Zone 7b,,electricity,ERS-1015.H2K,sim-23.choices,HTAP-options.json,General,HTAP-work-22,23,HTAP-sim-23,Details in JSON output,0.0,0.0,0.0,3041.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3041.08,0.0,0,Details in JSON output,Details in JSON output,true,3041.08,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,YUKON TERRITORY,17.2,0.6,0.0,1.1,20.3,17.2,0,31.5,68.3,2.0,20021.2,0.0,0.0,0.0,0.0,44,6580,4.156,10.22,78.0,1.0,1800.3,4890.1,0.0,1603.8,33.1,0.7,2083.84,0.0,2083.84,0.0,0.0,0.0,2083.84,0.0,true,1,1,10.222153,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 5,0.0,72.093,72.09,2.554,1.022,0.0,11.055,163.633,0.0,0.0,65.975,11.956,WHITEHORSE,YUKON TERRITORY,Attic/gable,144.2,W,YT-1005,Two,Rowhouse-middleunit,527.4,WHITEHORSE,3.2,2.7,0.0,0.0,2.7,0.0,0.0,3.2,0.601,0.606,0.0,0.0,0.606,0.0,0.0,0.601,0.277,0.254,0.0,0.0,0.254,0.0,0.0,0.277,Zone 7b,,electricity,ERS-1015.H2K,sim-24.choices,HTAP-options.json,General,HTAP-work-23,24,HTAP-sim-24,Details in JSON output,0.0,0.0,0.0,3387.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3387.15,0.0,0,Details in JSON output,Details in JSON output,true,3387.15,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,YUKON TERRITORY,17.2,0.6,0.0,1.1,20.3,17.2,0,31.5,68.3,2.0,20021.0,0.0,0.0,0.0,0.0,46,6580,3.99,8.0,78.0,1.0,1705.3,4996.5,0.0,1603.8,33.1,0.7,2083.81,0.0,2083.81,0.0,0.0,0.0,2083.81,0.0,true,1,1,8.004601,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
