analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,configuration|version,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-Windows,cost-estimates|byAttribute|Opt-DWHR,cost-estimates|byAttribute|Opt-AboveGradeWall,cost-estimates|byAttribute|Opt-Heating-Cooling,cost-estimates|byAttribute|Opt-VentSystem,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AboveGradeWall,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHR,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-H2K-PV,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-VentSystem,input|Opt-WindowDistribution,input|Opt-Windows,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Useful-Solar-Gain-GJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,91.39,96.5,0,3.287,0.0,0,18.615,323.273,0,0,191.743,13.128,OTTAWA,ONTARIO,Attic/gable,207.6,S,,Two,SingleDetached,757.5,SAINTJOHNS,1.4,5.9,0,0,4.3,0,0,1.4,0.556,0.556,0,0,0.556,0,0,0.556,0.339,0.345,0,0,0.344,0,0,0.339,Zone 6,,Natural gas,roadmapping-2012-2019v11_8.h2k,sim-118.choices,HTAP-options.json,General,HTAP-work-5,118,HTAP-sim-118,Details in JSON output,,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,18779.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.88,18779.96,0,Details in JSON output,Details in JSON output,false,19757.84,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_2_5,Generic_Wall_R-17-eff,NA,NBC-Baseloads,NA,CeilR50,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR30,NA,NA,VintageR10,NA,NA,VintageR17,rates2016,NA,NA,CCASHP,SAINTJOHNS,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u1.8,,,SAINTJOHNS,NEWFOUNDLAND AND LABRADOR,{},53.6,1.4,0,0.3,16.8,24.6,0,26.3,67.9,0.0,18874.3,0.0,0.0,0.0,0.0,88.4,4800,3.007,3.92,55.7,1,1560.1,8166.3,0.0,1054.1,71.7,0.5,8.1,1534.08,0.0,1534.08,0.0,0.0,0.0,1534.08,0.0,true,1,1,3.9170611,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,58.17,62.1,0,3.366,0.0,0,14.387,233.818,0,0,145.7,8.264,OTTAWA,ONTARIO,Attic/gable,132.0,S,,Two,SingleDetached,456.8,SAINTJOHNS,1.7,2.1,0,0,2.7,0,0,1.7,0.3,0.3,0,0,0.3,0,0,0.3,0.631,0.633,0,0,0.635,0,0,0.631,Zone 6,,Natural gas,roadmapping-pre-1946v11_8.h2k,sim-119.choices,HTAP-options.json,General,HTAP-work-6,119,HTAP-sim-119,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283.75,0,Details in JSON output,Details in JSON output,true,5283.75,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_10,Generic_Wall_R-07-eff,NA,NBC-Baseloads,NA,CeilR20,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR3,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,SAINTJOHNS,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,SAINTJOHNS,NEWFOUNDLAND AND LABRADOR,{},121.8,0.0,0,0.0,16.8,121.8,0,26.3,164.8,0.0,45783.7,0.0,0.0,0.0,0.0,159.6,4800,1.243,3.98,291.5,1,1313.6,14761.3,0.0,2943.1,256.3,0.0,10.6,3423.12,0.0,3423.12,0.0,0.0,0.0,3423.12,0.0,true,1,1,3.9836744,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,58.17,62.1,0,3.366,0.0,0,14.387,233.818,0,0,145.7,8.264,OTTAWA,ONTARIO,Attic/gable,132.0,S,,Two,SingleDetached,456.8,SAINTJOHNS,1.7,2.1,0,0,2.7,0,0,1.7,0.3,0.3,0,0,0.3,0,0,0.3,0.631,0.633,0,0,0.635,0,0,0.631,Zone 6,,Natural gas,roadmapping-pre-1946v11_8.h2k,sim-120.choices,HTAP-options.json,General,HTAP-work-7,120,HTAP-sim-120,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17722.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17722.09,0,Details in JSON output,Details in JSON output,true,17722.09,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_10,Generic_Wall_R-07-eff,NA,NBC-Baseloads,NA,CeilR20,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR3,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,CCASHP,SAINTJOHNS,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,SAINTJOHNS,NEWFOUNDLAND AND LABRADOR,{},121.6,3.9,0,0.2,16.8,82.6,0,26.3,125.8,0.0,34948.1,0.0,0.0,0.0,0.0,159.5,4800,1.243,4.25,209.4,1,1313.6,14826.1,0.0,2182.5,256.0,0.7,10.6,2662.46,0.0,2662.46,0.0,0.0,0.0,2662.46,0.0,true,1,1,4.248216299999999,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,WHITEHORSE,1.3,5.1,0,0,5.5,0,0,1.3,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.6,0,0,0.59,Zone 7b,,Natural gas,roadmapping-1946-1983v11_8.h2k,sim-121.choices,HTAP-options.json,General,HTAP-work-0,121,HTAP-sim-121,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8006.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8006.25,0,Details in JSON output,Details in JSON output,true,8006.25,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,WHITEHORSE,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,WHITEHORSE,YUKON,{},153.5,0.0,0,0.0,18.1,153.5,0,26.3,197.9,0.0,54961.6,0.0,0.0,0.0,0.0,197.7,6580,1.692,3.44,262.5,1,1718.3,24701.4,0.0,3587.4,234.7,0.0,17.4,4067.41,0.0,4067.41,0.0,0.0,0.0,4067.41,0.0,true,1,1,3.4410532,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,WHITEHORSE,1.3,5.1,0,0,5.5,0,0,1.3,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.6,0,0,0.59,Zone 7b,,Natural gas,roadmapping-1946-1983v11_8.h2k,sim-122.choices,HTAP-options.json,General,HTAP-work-1,122,HTAP-sim-122,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0,Details in JSON output,Details in JSON output,true,18416.14,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,CCASHP,WHITEHORSE,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,WHITEHORSE,YUKON,{},153.1,3.8,0,0.3,18.1,113.1,0,26.3,157.9,0.0,43850.6,0.0,0.0,0.0,0.0,197.3,6580,1.692,3.14,201.2,1,1718.3,24811.7,0.0,2807.4,234.2,1.4,17.4,3287.41,0.0,3287.41,0.0,0.0,0.0,3287.41,0.0,true,1,1,3.1416472,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,81.44,88.1,0,3.532,0.0,0,17.145,290.987,0,0,170.672,11.537,OTTAWA,ONTARIO,Attic/gable,184.6,S,,Two,SingleDetached,661.0,WHITEHORSE,1.2,5.0,0,0,4.1,0,0,1.2,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.599,0,0,0.59,Zone 7b,,Natural gas,roadmapping-1984-1995v11_8.h2k,sim-123.choices,HTAP-options.json,General,HTAP-work-2,123,HTAP-sim-123,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6397.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6397.5,0,Details in JSON output,Details in JSON output,true,6397.5,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_4_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR30,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,WHITEHORSE,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,WHITEHORSE,YUKON,{},109.7,0.0,0,0.0,18.1,109.7,0,26.3,154.1,0.0,42795.8,0.0,0.0,0.0,0.0,150.4,6580,2.151,3.1,192.3,1,1776.4,19080.3,0.0,2733.4,165.0,0.0,13.9,3213.37,0.0,3213.37,0.0,0.0,0.0,3213.37,0.0,true,1,1,3.1042269,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,81.44,88.1,0,3.532,0.0,0,17.145,290.987,0,0,170.672,11.537,OTTAWA,ONTARIO,Attic/gable,184.6,S,,Two,SingleDetached,661.0,WHITEHORSE,1.2,5.0,0,0,4.1,0,0,1.2,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.599,0,0,0.59,Zone 7b,,Natural gas,roadmapping-1984-1995v11_8.h2k,sim-124.choices,HTAP-options.json,General,HTAP-work-3,124,HTAP-sim-124,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18458.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18458.12,0,Details in JSON output,Details in JSON output,true,18458.12,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_4_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR30,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,WHITEHORSE,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,WHITEHORSE,YUKON,{},109.5,3.6,0,0.3,18.1,75.9,0,26.3,120.7,0.0,33529.0,0.0,0.0,0.0,0.0,150.2,6580,2.151,3.3,142.0,1,1776.4,19190.0,0.0,2082.8,164.8,1.3,13.9,2562.84,0.0,2562.84,0.0,0.0,0.0,2562.84,0.0,true,1,1,3.2957295,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,WHITEHORSE,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7b,,Natural gas,roadmapping-1996-2005v11_8.h2k,sim-125.choices,HTAP-options.json,General,HTAP-work-4,125,HTAP-sim-125,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6026.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6026.25,0,Details in JSON output,Details in JSON output,false,6026.25,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,WHITEHORSE,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,WHITEHORSE,YUKON,{},98.1,0.0,0,0.0,18.1,98.1,0,26.3,142.5,0.0,39593.7,0.0,0.0,0.0,0.0,138.8,6580,2.597,3.3,158.9,1,1898.9,17387.7,0.0,2508.6,134.2,0.0,13.9,2988.58,0.0,2988.58,0.0,0.0,0.0,2988.58,0.0,true,1,1,3.3048439999999997,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,WHITEHORSE,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7b,,Natural gas,roadmapping-1996-2005v11_8.h2k,sim-126.choices,HTAP-options.json,General,HTAP-work-5,126,HTAP-sim-126,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0,Details in JSON output,Details in JSON output,false,18718.39,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,WHITEHORSE,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,WHITEHORSE,YUKON,{},98.0,3.1,0,0.4,18.1,66.0,0,26.3,110.8,0.0,30779.8,0.0,0.0,0.0,0.0,138.6,6580,2.597,3.17,115.5,1,1898.9,17497.0,0.0,1889.8,133.9,1.3,13.9,2369.85,0.0,2369.85,0.0,0.0,0.0,2369.85,0.0,true,1,1,3.1669077,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,91.39,96.5,0,3.287,0.0,0,18.615,323.273,0,0,191.743,13.128,OTTAWA,ONTARIO,Attic/gable,207.6,S,,Two,SingleDetached,757.5,WHITEHORSE,1.4,5.9,0,0,4.3,0,0,1.4,0.47,0.47,0,0,0.47,0,0,0.47,0.513,0.522,0,0,0.52,0,0,0.513,Zone 7b,,Natural gas,roadmapping-2006-2011v11_8.h2k,sim-127.choices,HTAP-options.json,General,HTAP-work-6,127,HTAP-sim-127,Details in JSON output,,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,5531.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.88,5531.25,0,Details in JSON output,Details in JSON output,false,6509.13,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_2_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR25,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,WHITEHORSE,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,WHITEHORSE,YUKON,{},91.7,0.0,0,0.0,18.1,91.7,0,26.3,136.1,0.0,37816.5,0.0,0.0,0.0,0.0,131.9,6580,2.626,3.39,147.0,1,1828.8,15887.6,0.0,2383.8,122.8,0.0,13.4,2863.82,0.0,2863.82,0.0,0.0,0.0,2863.82,0.0,true,1,1,3.3864291,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,91.39,96.5,0,3.287,0.0,0,18.615,323.273,0,0,191.743,13.128,OTTAWA,ONTARIO,Attic/gable,207.6,S,,Two,SingleDetached,757.5,WHITEHORSE,1.4,5.9,0,0,4.3,0,0,1.4,0.47,0.47,0,0,0.47,0,0,0.47,0.513,0.522,0,0,0.52,0,0,0.513,Zone 7b,,Natural gas,roadmapping-2006-2011v11_8.h2k,sim-128.choices,HTAP-options.json,General,HTAP-work-7,128,HTAP-sim-128,Details in JSON output,,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,18779.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.88,18779.96,0,Details in JSON output,Details in JSON output,false,19757.84,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_2_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR25,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,WHITEHORSE,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,WHITEHORSE,YUKON,{},91.6,3.2,0,0.3,18.1,60.9,0,26.3,105.7,0.0,29355.6,0.0,0.0,0.0,0.0,131.7,6580,2.626,3.64,106.2,1,1828.8,15995.8,0.0,1789.9,122.5,1.3,13.4,2269.86,0.0,2269.86,0.0,0.0,0.0,2269.86,0.0,true,1,1,3.6433546000000003,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,91.39,96.5,0,3.287,0.0,0,18.615,323.273,0,0,191.743,13.128,OTTAWA,ONTARIO,Attic/gable,207.6,S,,Two,SingleDetached,757.5,WHITEHORSE,1.4,5.9,0,0,4.3,0,0,1.4,0.556,0.556,0,0,0.556,0,0,0.556,0.339,0.345,0,0,0.344,0,0,0.339,Zone 7b,,Natural gas,roadmapping-2012-2019v11_8.h2k,sim-129.choices,HTAP-options.json,General,HTAP-work-0,129,HTAP-sim-129,Details in JSON output,,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,5160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.88,5160.0,0,Details in JSON output,Details in JSON output,false,6137.88,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_2_5,Generic_Wall_R-17-eff,NA,NBC-Baseloads,NA,CeilR50,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR30,NA,NA,VintageR10,NA,NA,VintageR17,rates2016,NA,NA,NBC-elec-heat,WHITEHORSE,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u1.8,,,WHITEHORSE,YUKON,{},80.3,0.0,0,0.0,18.1,80.3,0,26.3,124.7,0.0,34629.3,0.0,0.0,0.0,0.0,116.1,6580,3.007,3.11,131.6,1,1573.0,14386.5,0.0,2160.1,107.4,0.0,9.2,2640.08,0.0,2640.08,0.0,0.0,0.0,2640.08,0.0,true,1,1,3.1056164,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,91.39,96.5,0,3.287,0.0,0,18.615,323.273,0,0,191.743,13.128,OTTAWA,ONTARIO,Attic/gable,207.6,S,,Two,SingleDetached,757.5,WHITEHORSE,1.4,5.9,0,0,4.3,0,0,1.4,0.556,0.556,0,0,0.556,0,0,0.556,0.339,0.345,0,0,0.344,0,0,0.339,Zone 7b,,Natural gas,roadmapping-2012-2019v11_8.h2k,sim-130.choices,HTAP-options.json,General,HTAP-work-1,130,HTAP-sim-130,Details in JSON output,,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,18779.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.88,18779.96,0,Details in JSON output,Details in JSON output,false,19757.84,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_2_5,Generic_Wall_R-17-eff,NA,NBC-Baseloads,NA,CeilR50,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR30,NA,NA,VintageR10,NA,NA,VintageR17,rates2016,NA,NA,CCASHP,WHITEHORSE,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u1.8,,,WHITEHORSE,YUKON,{},80.2,3.1,0,0.3,18.1,53.7,0,26.3,98.4,0.0,27323.2,0.0,0.0,0.0,0.0,116.0,6580,3.007,3.04,96.4,1,1573.0,14494.7,0.0,1647.2,107.3,0.9,9.2,2127.19,0.0,2127.19,0.0,0.0,0.0,2127.19,0.0,true,1,1,3.0417947,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,58.17,62.1,0,3.366,0.0,0,14.387,233.818,0,0,145.7,8.264,OTTAWA,ONTARIO,Attic/gable,132.0,S,,Two,SingleDetached,456.8,WHITEHORSE,1.7,2.1,0,0,2.7,0,0,1.7,0.3,0.3,0,0,0.3,0,0,0.3,0.631,0.633,0,0,0.635,0,0,0.631,Zone 7b,,Natural gas,roadmapping-pre-1946v11_8.h2k,sim-131.choices,HTAP-options.json,General,HTAP-work-2,131,HTAP-sim-131,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.0,0,Details in JSON output,Details in JSON output,true,8625.0,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_10,Generic_Wall_R-07-eff,NA,NBC-Baseloads,NA,CeilR20,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR3,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,WHITEHORSE,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,WHITEHORSE,YUKON,{},170.3,0.0,0,0.0,18.1,170.3,0,26.3,214.7,0.0,59630.3,0.0,0.0,0.0,0.0,209.1,6580,1.243,3.22,396.4,1,1406.8,26929.8,0.0,3915.2,358.3,0.0,12.0,4395.15,0.0,4395.15,0.0,0.0,0.0,4395.15,0.0,true,1,1,3.2160955,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
